season,date,home_team,away_team,home_score,away_score,home_odds,draw_odds,away_odds,annabet_match_id,source_url,game_report_url
2023,2023-02-14,"Cusco FC","UTC Cajamarca",2,0,1.50,3.97,5.61,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-15,"Alianza Atlético","Sporting Cristal",0,1,5.74,3.53,1.59,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-15,"Sport Huancayo","Comerciantes Unidos",2,0,1.41,4.32,7.21,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-16,"Atlético Grau","Alianza Lima",0,2,4.15,3.25,1.86,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-16,"Universitario","FBC Melgar",2,0,1.18,6.24,13.29,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-17,"Deportivo Garcilaso","Cusco FC",1,1,1.75,3.49,4.48,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-17,"ADT de Tarma","Carlos A. Mannucci",1,0,1.36,4.58,7.27,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-18,"Cienciano","Sport Boys",2,0,1.03,25.05,47.95,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-18,"Los Chankas","Unión Comercio",1,0,1.59,3.53,5.74,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-19,"Sporting Cristal","Sport Huancayo",2,1,1.10,9.25,18.86,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-19,"Alianza Lima","Alianza Atlético",3,0,1.12,7.25,16.37,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-20,"Universidad César Vallejo","Universitario",0,3,4.46,3.52,1.63,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-20,"FBC Melgar","ADT de Tarma",2,0,1.35,4.44,7.91,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-21,"UTC Cajamarca","Deportivo Garcilaso",0,1,1.49,4.01,6.04,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-21,"Carlos A. Mannucci","Cienciano",1,2,1.50,3.97,5.61,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-22,"Comerciantes Unidos","Atlético Grau",1,0,2.11,3.03,3.70,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-22,"Sport Boys","Cusco FC",0,2,2.86,3.02,2.47,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-23,"Unión Comercio","Alianza Lima",0,3,10.90,5.90,1.21,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-23,"Sport Huancayo","Universitario",1,2,4.02,3.62,1.78,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-24,"Alianza Atlético","FBC Melgar",0,1,3.30,3.25,2.08,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-24,"Sporting Cristal","Comerciantes Unidos",3,0,1.10,9.25,18.86,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-25,"Cusco FC","Universidad César Vallejo",2,1,1.75,3.49,4.48,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-25,"Cienciano","ADT de Tarma",3,0,1.03,25.05,47.95,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-26,"Atlético Grau","Alianza Atlético",2,1,2.08,3.52,3.23,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-26,"Alianza Lima","Sporting Cristal",1,0,1.12,7.25,16.37,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-27,"Deportivo Garcilaso","Sport Huancayo",0,0,1.75,3.49,4.48,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-27,"ADT de Tarma","Los Chankas",1,0,1.36,4.58,7.27,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Universitario","UTC Cajamarca",2,0,1.18,6.24,13.29,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Sport Boys","Unión Comercio",0,2,2.86,3.02,2.47,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"FBC Melgar","Carlos A. Mannucci",2,0,1.35,4.44,7.91,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Comerciantes Unidos","Cusco FC",1,1,2.11,3.03,3.70,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Sport Boys","Cienciano",0,1,2.86,3.02,2.47,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Sporting Cristal","Universitario",2,1,1.10,9.25,18.86,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Alianza Lima","Alianza Atlético",3,0,1.12,7.25,16.37,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"FBC Melgar","ADT de Tarma",2,0,1.35,4.44,7.91,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Atlético Grau","Sport Boys",3,1,2.08,3.52,3.23,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Universitario","Sport Huancayo",3,1,1.18,6.24,13.29,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Comerciantes Unidos","Unión Comercio",2,0,2.11,3.03,3.70,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Cienciano","Deportivo Garcilaso",2,1,1.03,25.05,47.95,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Alianza Atlético","Cusco FC",0,1,3.30,3.25,2.08,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Sporting Cristal","Alianza Lima",0,1,1.10,9.25,18.86,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Los Chankas","FBC Melgar",0,2,6.42,4.46,1.38,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"Universidad César Vallejo","Carlos A. Mannucci",0,2,4.46,3.52,1.63,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2023,2023-02-28,"UTC Cajamarca","Sporting Cristal",0,3,4.01,3.38,1.78,,https://annabet.com/es/soccerstats/results_month_2023-02,321
2024,2024-09-23,"Sport Huancayo","Los Chankas",3,1,1.83,3.39,3.84,,local-file,https://annabet.com/es/soccerstats/gamereport_1422379_Sport_Huancayo-Los_Chankas
2024,2024-09-23,"Alianza Atlético","Comerciantes Unidos",1,0,1.41,4.32,7.21,,local-file,https://annabet.com/es/soccerstats/gamereport_1422312_Alianza_Atletico-Comerciantes_Unidos
2024,2024-09-23,"Universidad César Vallejo","ADT de Tarma",0,0,1.99,3.30,3.26,,local-file,https://annabet.com/es/soccerstats/gamereport_1422257_Universidad_Cesar_Vallejo-ADT_de_Tarma
2024,2024-09-24,"UTC Cajamarca","Carlos A. Mannucci",2,0,1.70,3.63,4.47,,local-file,https://annabet.com/es/soccerstats/gamereport_1422578_UTC_Cajamarca-Carlos_A._Mannucci
2024,2024-09-24,"FBC Melgar","Atlético Grau",0,0,1.35,4.44,7.91,,local-file,https://annabet.com/es/soccerstats/gamereport_1422392_FBC_Melgar-Atletico_Grau
2024,2024-09-27,"Unión Comercio","Sport Boys",0,2,2.86,3.02,2.47,,local-file,https://annabet.com/es/soccerstats/gamereport_1423126_Union_Comercio-Sport_Boys
2024,2024-09-28,"Cienciano","Cusco FC",1,2,2.71,3.09,2.56,,local-file,https://annabet.com/es/soccerstats/gamereport_1424034_Cienciano-Cusco_FC
2024,2024-09-28,"ADT de Tarma","Alianza Atlético",0,1,1.51,3.81,5.85,,local-file,https://annabet.com/es/soccerstats/gamereport_1424007_ADT_de_Tarma-Alianza_Atletico
2024,2024-09-29,"Comerciantes Unidos","Universitario",0,2,5.43,4.04,1.53,,local-file,https://annabet.com/es/soccerstats/gamereport_1424634_Comerciantes_Unidos-Universitario_de_Deportes
2024,2024-09-29,"Carlos A. Mannucci","Sport Huancayo",1,2,1.70,3.63,4.47,,local-file,https://annabet.com/es/soccerstats/gamereport_1424629_Carlos_A._Mannucci-Sport_Huancayo
2024,2024-09-29,"Los Chankas","Deportivo Garcilaso",1,0,1.59,3.53,5.74,,local-file,https://annabet.com/es/soccerstats/gamereport_1424514_Los_Chankas-Deportivo_Garcilaso
2024,2024-09-29,"Sporting Cristal","Universidad César Vallejo",4,1,1.10,9.25,18.86,,local-file,https://annabet.com/es/soccerstats/gamereport_1424480_Sporting_Cristal-Universidad_Cesar_Vallejo
2024,2024-09-29,"Alianza Lima","FBC Melgar",1,1,1.12,7.25,16.37,,local-file,https://annabet.com/es/soccerstats/gamereport_1424071_Alianza_Lima-FBC_Melgar
2024,2024-09-30,"Atlético Grau","UTC Cajamarca",4,0,2.08,3.52,3.23,,local-file,https://annabet.com/es/soccerstats/gamereport_1424761_Atletico_Grau-UTC_Cajamarca
2024,2024-10-03,"Sport Boys","Comerciantes Unidos",0,0,2.04,3.38,3.52,,local-file,https://annabet.com/es/soccerstats/gamereport_1426017_Sport_Boys-Comerciantes_Unidos
2024,2024-10-04,"Alianza Atlético","Cienciano",0,1,3.30,3.25,2.08,,local-file,https://annabet.com/es/soccerstats/gamereport_1426016_Alianza_Atletico-Cienciano
2024,2024-10-04,"Sport Huancayo","Alianza Lima",0,2,4.02,3.62,1.78,,local-file,https://annabet.com/es/soccerstats/gamereport_1426015_Sport_Huancayo-Alianza_Lima
2024,2024-10-04,"Deportivo Garcilaso","Atlético Grau",1,1,1.75,3.49,4.48,,local-file,https://annabet.com/es/soccerstats/gamereport_1426014_Deportivo_Garcilaso-Atletico_Grau
2024,2024-10-04,"Universitario","Sporting Cristal",1,2,1.18,6.24,13.29,,local-file,https://annabet.com/es/soccerstats/gamereport_1426013_Universitario-Sporting_Cristal
2024,2024-10-05,"Cusco FC","ADT de Tarma",2,0,1.75,3.49,4.48,,local-file,https://annabet.com/es/soccerstats/gamereport_1426012_Cusco_FC-ADT_de_Tarma
2024,2024-10-05,"FBC Melgar","Universidad César Vallejo",2,1,1.35,4.44,7.91,,local-file,https://annabet.com/es/soccerstats/gamereport_1426011_FBC_Melgar-Universidad_Cesar_Vallejo
2024,2024-10-05,"Carlos A. Mannucci","Los Chankas",3,0,1.50,3.97,5.61,,local-file,https://annabet.com/es/soccerstats/gamereport_1426010_Carlos_A._Mannucci-Los_Chankas
2024,2024-10-05,"Unión Comercio","UTC Cajamarca",1,2,2.86,3.02,2.47,,local-file,https://annabet.com/es/soccerstats/gamereport_1426009_Union_Comercio-UTC_Cajamarca
2024,2024-10-06,"Sport Boys","Sport Huancayo",0,1,2.04,3.38,3.52,,local-file,https://annabet.com/es/soccerstats/gamereport_1426008_Sport_Boys-Sport_Huancayo
2024,2024-10-06,"Sporting Cristal","Alianza Atlético",3,0,1.10,9.25,18.86,,local-file,https://annabet.com/es/soccerstats/gamereport_1426007_Sporting_Cristal-Alianza_Atletico
2024,2024-10-06,"Universitario","Comerciantes Unidos",2,0,1.18,6.24,13.29,,local-file,https://annabet.com/es/soccerstats/gamereport_1426006_Universitario-Comerciantes_Unidos
2024,2024-10-06,"Cienciano","Deportivo Garcilaso",3,1,1.03,25.05,47.95,,local-file,https://annabet.com/es/soccerstats/gamereport_1426005_Cienciano-Deportivo_Garcilaso
2024,2024-10-07,"Alianza Lima","Cusco FC",1,2,1.12,7.25,16.37,,local-file,https://annabet.com/es/soccerstats/gamereport_1426004_Alianza_Lima-Cusco_FC
2024,2024-10-07,"ADT de Tarma","FBC Melgar",0,1,1.36,4.58,7.27,,local-file,https://annabet.com/es/soccerstats/gamereport_1426003_ADT_de_Tarma-FBC_Melgar
2024,2024-10-07,"Atlético Grau","Carlos A. Mannucci",2,1,2.08,3.52,3.23,,local-file,https://annabet.com/es/soccerstats/gamereport_1426002_Atletico_Grau-Carlos_A._Mannucci
2024,2024-10-07,"Universidad César Vallejo","Unión Comercio",1,0,1.99,3.30,3.26,,local-file,https://annabet.com/es/soccerstats/gamereport_1426001_Universidad_Cesar_Vallejo-Union_Comercio
2024,2024-10-07,"UTC Cajamarca","Sporting Cristal",0,3,4.01,3.38,1.78,,local-file,https://annabet.com/es/soccerstats/gamereport_1426000_UTC_Cajamarca-Sporting_Cristal
2024,2024-10-17,"Cusco FC","Los Chankas",2,1,1.75,3.49,4.48,,local-file,https://annabet.com/es/soccerstats/gamereport_1428553_Cusco_FC-Los_Chankas
2024,2024-10-17,"Unión Comercio","Comerciantes Unidos",3,2,2.86,3.02,2.47,,local-file,https://annabet.com/es/soccerstats/gamereport_1428548_Union_Comercio-Comerciantes_Unidos
2024,2024-10-18,"Sport Boys","FBC Melgar",0,2,2.04,3.38,3.52,,local-file,https://annabet.com/es/soccerstats/gamereport_1428747_Sport_Boys-FBC_Melgar
2024,2024-10-18,"Sport Huancayo","Atlético Grau",1,3,4.02,3.62,1.78,,local-file,https://annabet.com/es/soccerstats/gamereport_1428561_Sport_Huancayo-Atletico_Grau
2024,2024-10-18,"UTC Cajamarca","Alianza Lima",0,1,4.01,3.38,1.78,,local-file,https://annabet.com/es/soccerstats/gamereport_1428798_UTC_Cajamarca-Alianza_Lima
2024,2024-10-18,"Universidad César Vallejo","Cienciano",2,2,1.99,3.30,3.26,,local-file,https://annabet.com/es/soccerstats/gamereport_1428808_Universidad_Cesar_Vallejo-Cienciano
2024,2024-10-19,"Deportivo Garcilaso","Carlos A. Mannucci",1,0,1.75,3.49,4.48,,local-file,https://annabet.com/es/soccerstats/gamereport_1428815_Deportivo_Garcilaso-Carlos_A._Mannucci
2024,2024-10-19,"Alianza Atlético","Sporting Cristal",1,0,5.74,3.53,1.59,,local-file,https://annabet.com/es/soccerstats/gamereport_1429517_Alianza_Atletico-Sporting_Cristal
2024,2024-10-20,"Universitario","ADT de Tarma",2,1,1.18,6.24,13.29,,local-file,https://annabet.com/es/soccerstats/gamereport_1429617_Universitario-ADT_de_Tarma
2024,2024-10-22,"Atlético Grau","Deportivo Garcilaso",2,2,2.08,3.52,3.23,,local-file,https://annabet.com/es/soccerstats/gamereport_1430391_Atletico_Grau-Deportivo_Garcilaso
2024,2024-10-22,"Los Chankas","Universidad César Vallejo",2,1,1.59,3.53,5.74,,local-file,https://annabet.com/es/soccerstats/gamereport_1430486_Los_Chankas-Universidad_Cesar_Vallejo
2024,2024-10-23,"FBC Melgar","UTC Cajamarca",1,0,1.35,4.44,7.91,,local-file,https://annabet.com/es/soccerstats/gamereport_1430491_FBC_Melgar-UTC_Cajamarca
2024,2024-10-23,"Alianza Lima","Sport Huancayo",2,1,1.12,7.25,16.37,,local-file,https://annabet.com/es/soccerstats/gamereport_1430508_Alianza_Lima-Sport_Huancayo
2024,2024-10-23,"ADT de Tarma","Unión Comercio",2,0,1.36,4.58,7.27,,local-file,https://annabet.com/es/soccerstats/gamereport_1430702_ADT_de_Tarma-Union_Comercio
2024,2024-10-23,"Cienciano","Alianza Atlético",3,0,1.03,25.05,47.95,,local-file,https://annabet.com/es/soccerstats/gamereport_1430708_Cienciano-Alianza_Atletico
2024,2024-10-24,"Carlos A. Mannucci","Cusco FC",4,1,1.50,3.97,5.61,,local-file,https://annabet.com/es/soccerstats/gamereport_1430717_Carlos_A._Mannucci-Cusco_FC
2024,2024-10-24,"Sporting Cristal","Universitario",2,1,1.10,9.25,18.86,,local-file,https://annabet.com/es/soccerstats/gamereport_1430719_Sporting_Cristal-Universitario
2024,2024-10-24,"Comerciantes Unidos","Sport Boys",0,0,2.11,3.03,3.70,,local-file,https://annabet.com/es/soccerstats/gamereport_1430862_Comerciantes_Unidos-Sport_Boys
2024,2024-10-26,"Deportivo Garcilaso","Alianza Lima",1,2,4.15,3.25,1.86,,local-file,https://annabet.com/es/soccerstats/gamereport_1431917_Deportivo_Garcilaso-Alianza_Lima
2024,2024-10-27,"Universitario","Cienciano",3,1,1.18,6.24,13.29,,local-file,https://annabet.com/es/soccerstats/gamereport_1432473_Universitario-Cienciano
2024,2024-10-27,"Sport Huancayo","FBC Melgar",2,4,4.02,3.62,1.78,,local-file,https://annabet.com/es/soccerstats/gamereport_1432454_Sport_Huancayo-FBC_Melgar
2024,2024-10-27,"Sport Boys","UTC Cajamarca",1,1,2.04,3.38,3.52,,local-file,https://annabet.com/es/soccerstats/gamereport_1432391_Sport_Boys-UTC_Cajamarca
2024,2024-10-27,"Unión Comercio","Sporting Cristal",0,12,10.90,5.90,1.21,,local-file,https://annabet.com/es/soccerstats/gamereport_1432392_Union_Comercio-Sporting_Cristal
2024,2024-10-27,"Universidad César Vallejo","Carlos A. Mannucci",0,2,1.99,3.30,3.26,,local-file,https://annabet.com/es/soccerstats/gamereport_1431932_Universidad_Cesar_Vallejo-Carlos_A._Mannucci
2024,2024-10-28,"Cusco FC","Atlético Grau",0,1,1.75,3.49,4.48,,local-file,https://annabet.com/es/soccerstats/gamereport_1432605_Cusco_FC-Atletico_Grau
2024,2024-10-28,"Comerciantes Unidos","ADT de Tarma",0,0,2.11,3.03,3.70,,local-file,https://annabet.com/es/soccerstats/gamereport_1432593_Comerciantes_Unidos-ADT_de_Tarma
2024,2024-10-28,"Alianza Atlético","Los Chankas",1,0,1.59,3.53,5.74,,local-file,https://annabet.com/es/soccerstats/gamereport_1432575_Alianza_Atletico-Los_Chankas
2024,2024-10-31,"Cienciano","Unión Comercio",7,0,1.03,25.05,47.95,,local-file,https://annabet.com/es/soccerstats/gamereport_1433198_Cienciano-Union_Comercio
2024,2024-11-01,"ADT de Tarma","Sport Boys",1,0,1.36,4.58,7.27,,local-file,https://annabet.com/es/soccerstats/gamereport_1433352_ADT_de_Tarma-Sport_Boys
2024,2024-11-02,"Atlético Grau","Universidad César Vallejo",3,1,2.08,3.52,3.23,,local-file,https://annabet.com/es/soccerstats/gamereport_1434006_Atletico_Grau-Universidad_Cesar_Vallejo
2024,2024-11-02,"Carlos A. Mannucci","Alianza Atlético",2,2,1.50,3.97,5.61,,local-file,https://annabet.com/es/soccerstats/gamereport_1434005_Carlos_A._Mannucci-Alianza_Atletico
2024,2024-11-02,"UTC Cajamarca","Sport Huancayo",1,1,1.49,4.01,6.04,,local-file,https://annabet.com/es/soccerstats/gamereport_1434004_UTC_Cajamarca-Sport_Huancayo
2024,2024-11-03,"Alianza Lima","Cusco FC",1,2,1.12,7.25,16.37,,local-file,https://annabet.com/es/soccerstats/gamereport_1434560_Alianza_Lima-Cusco_FC
2024,2024-11-03,"FBC Melgar","Deportivo Garcilaso",1,1,1.21,5.59,10.51,,local-file,https://annabet.com/es/soccerstats/gamereport_1434587_FBC_Melgar-Deportivo_Garcilaso
2024,2024-11-03,"Los Chankas","Universitario",0,0,6.42,4.46,1.38,,local-file,https://annabet.com/es/soccerstats/gamereport_1434561_Los_Chankas-Universitario
2024,2024-11-03,"Sporting Cristal","Comerciantes Unidos",3,0,1.10,9.25,18.86,,local-file,https://annabet.com/es/soccerstats/gamereport_1434471_Sporting_Cristal-Comerciantes_Unidos
